sampYear,sampMonth,sampDay,treatment,rep,depthTop,depthBottom,plot,suffix,study,concNO3,concNO3rr,concNH4,concNH4rr
2014,6,18,3,3,3,6,35,E,Rotation 2,2.985,,5.508,
2014,6,18,3,3,6,12,35,E,Rotation 2,15.888,,11.053,
2014,6,18,2,3,0,3,36,E,Rotation 2,3.71,,6.062,
2014,6,18,2,3,3,6,36,E,Rotation 2,2.063,,7.658,
2014,6,18,2,3,6,12,36,E,Rotation 2,10.774,,13.395,
2014,6,18,4,1,0,3,19,W,Rotation 2,47.958,,9.135,
2014,6,18,4,1,3,6,19,W,Rotation 2,3.537,,6.721,
2014,6,18,4,1,6,12,19,W,Rotation 2,17.145,,10.173,
2014,6,18,2,1,0,3,20,W,Rotation 2,5.775,,9.126,
2014,6,18,2,1,3,6,20,W,Rotation 2,1.933,,7.677,
2014,6,18,2,1,6,12,20,W,Rotation 2,13.188,,12.959,
2014,6,18,5,1,0,3,21,W,Rotation 2,17.899,,6.621,
2014,6,18,5,1,3,6,21,W,Rotation 2,5.476,,5.562,
2014,6,18,5,1,6,12,21,W,Rotation 2,14.311,,10.293,
2014,6,18,1,2,0,3,22,W,Rotation 2,2.624,,10.054,
2014,6,18,1,2,3,6,22,W,Rotation 2,4.078,,7.063,
2014,6,18,1,2,6,12,22,W,Rotation 2,11.506,,18.569,
2014,6,18,5,2,0,3,23,W,Rotation 2,25.338,,9.275,
2014,6,18,5,2,3,6,23,W,Rotation 2,3.796,,8.2,
2014,6,18,5,2,6,12,23,W,Rotation 2,16.036,,12.51,
2014,6,18,3,2,0,3,24,W,Rotation 2,7.139,,12.467,
2014,6,18,3,2,3,6,24,W,Rotation 2,2.752,,8.814,
2014,6,18,3,2,6,12,24,W,Rotation 2,7.906,,14.468,
2014,6,18,6,3,0,3,25,W,Rotation 2,122.706,157.259,29.995,27.603
2014,6,18,6,3,3,6,25,W,Rotation 2,22.044,,5.611,
2014,6,18,6,3,6,12,25,W,Rotation 2,28.575,,9.43,
2014,6,18,4,3,0,3,26,W,Rotation 2,30.986,,12.799,
2014,6,18,4,3,3,6,26,W,Rotation 2,6.504,,8.273,
2014,6,18,4,3,6,12,26,W,Rotation 2,16.063,,15.607,
2014,6,18,1,3,0,3,27,W,Rotation 2,3.54,,8.201,
2014,6,18,1,3,3,6,27,W,Rotation 2,2.021,,9.274,
2014,6,18,1,3,6,12,27,W,Rotation 2,7.648,,15.8,
2014,6,18,3,1,0,3,28,W,Rotation 2,13.479,,7.488,
2014,6,18,3,1,3,6,28,W,Rotation 2,2.819,,7.702,
2014,6,18,3,1,6,12,28,W,Rotation 2,10.643,,19.84,
2014,6,18,1,1,0,3,29,W,Rotation 2,4.306,,7.151,
2014,6,18,1,1,3,6,29,W,Rotation 2,3.108,,5.69,
2014,6,18,1,1,6,12,29,W,Rotation 2,8.456,,8.992,
2014,6,18,6,1,0,3,30,W,Rotation 2,22.837,,8.356,
2014,6,18,6,1,3,6,30,W,Rotation 2,4.356,,6.426,
2014,6,18,6,1,6,12,30,W,Rotation 2,15.342,,12.479,
2014,6,18,2,2,0,3,31,W,Rotation 2,35.678,,14.179,
2014,6,18,2,2,3,6,31,W,Rotation 2,22.898,,6.755,
2014,6,18,2,2,6,12,31,W,Rotation 2,28.508,,7.969,
2014,6,18,6,2,0,3,32,W,Rotation 2,145.6,199.639,12.993,12.581
2014,6,18,6,2,3,6,32,W,Rotation 2,10.327,,6.048,
2014,6,18,6,2,6,12,32,W,Rotation 2,25.86,,12.873,
2014,6,18,4,2,0,3,33,W,Rotation 2,19.756,,13.309,
2014,6,18,4,2,3,6,33,W,Rotation 2,2.613,,6.447,
2014,6,18,4,2,6,12,33,W,Rotation 2,9.327,,10.584,
2014,6,18,5,3,0,3,34,W,Rotation 2,9.965,,8.149,
2014,6,18,5,3,3,6,34,W,Rotation 2,6.48,,5.252,
2014,6,18,5,3,6,12,34,W,Rotation 2,30.861,,11.773,
2014,6,18,3,3,0,3,35,W,Rotation 2,7.682,,12.716,
2014,6,18,3,3,3,6,35,W,Rotation 2,2.984,,8.273,
2014,6,18,3,3,6,12,35,W,Rotation 2,8.28,,12.844,
2014,6,18,2,3,0,3,36,W,Rotation 2,5.157,,7.279,
2014,6,18,2,3,3,6,36,W,Rotation 2,1.989,,6.287,
2014,6,18,2,3,6,12,36,W,Rotation 2,13.602,,11.43,
